CAPSCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA; LONGITUDINE; LATITUDINE
31100;TVIC87200N;TVEE87201Q;IC TREVISO 3  G.G.FELISSENT;DON LORENZO MILANI;TREVISO;SCUOLA PRIMARIA;TVIC87200N@istruzione.it;VIA S. ZENO 41;TREVISO;VENETO;www.ic3felissent.gov.it;12.23752;45.65723
37040;VRIC84600R;VREE846042;IC VILLA BARTOLOMEA;PADRE GIULIANI MENA';CASTAGNARO;SCUOLA PRIMARIA;VRIC84600R@istruzione.it;VIA PIAZZA;VERONA;VENETO;icvillabartolomea.gov.it;11.1468318;45.2137651
45100;ROIC82000Q;ROAA82003P;ROVIGO 1;VIA MONTESSORI;ROVIGO;SCUOLA INFANZIA;ROIC82000Q@istruzione.it;VIA  MONTESSORI  1;ROVIGO;VENETO;www.icrovigo1.gov.it;11.7905235;45.0756459
35031;PDRH01000G;PDRH01000G;IPSAR  P.D'ABANO;IPSAR  P.D'ABANO;ABANO TERME;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;PDRH01000G@istruzione.it;VIA MONTEORTONE7/9;PADOVA;VENETO;www.istitutoalberghieroabano.it;11.7747328;45.3543035
31011;TVIC83000G;TVEE83003Q;IC ASOLO;VIA MALOMBRA;ASOLO;SCUOLA PRIMARIA;TVIC83000G@istruzione.it;VIA MALOMBRA 37;TREVISO;VENETO;www.icasolo.gov.it;11.9230139;45.7808679
30174;VEIS004007;VEIS004007;LUIGI LUZZATTI;LUIGI LUZZATTI;VENEZIA;ISTITUTO SUPERIORE;VEIS004007@istruzione.it;VIA PERLAN N. 17;VENEZIA;VENETO;Non Disponibile;12.2121441;45.4919359
36016;VIIC88300B;VIEE88301D;IC THIENE;THIENE - SCALCERLE;THIENE;SCUOLA PRIMARIA;VIIC88300B@istruzione.it;P.ZZA P. SCALCERLE 8;VICENZA;VENETO;WWW.ICTHIENE.GOV;11.4810458;45.7036012
36062;VIIC84400R;VIEE844031;IC LUSIANA  POZZA;MONSIGNOR GIRARDI;CONCO;SCUOLA PRIMARIA;VIIC84400R@istruzione.it;VIALE DELLA RIMEMBRANZA;VICENZA;VENETO;www.iclusiana.gov.it;11.6086193;45.8008378
30039;VEIC86400P;VEEE86402T;I.C. ALVISE PISANI;DON MILANI;STRA;SCUOLA PRIMARIA;VEIC86400P@istruzione.it;VIA LOREDAN;VENEZIA;VENETO;www.ICALVISEPISANI.IT;12.0092139;45.4056075
30172;VEIC87200N;VEEE87201Q;I.C. C. GIULIO  CESARE;C. BATTISTI;VENEZIA;SCUOLA PRIMARIA;VEIC87200N@istruzione.it;VIA CAPPUCCINA 74;VENEZIA;VENETO;www.scuolagiuliocesare.net/;12.2373346;45.4853185
32026;BLIC80900T;BLEE80901X;IC  MEL MARCO DA MELO;VIA VITT. DA FELTRE  - CARVE;MEL;SCUOLA PRIMARIA;BLIC80900T@istruzione.it;VIA CARVE;BELLUNO;VENETO;www.comprensivomel.it;12.1025419;46.042848
35020;PDIC87000X;PDMM870022;ISTITUTO COMPRENSIVO CODEVIGO;G. PASCOLI CODEVIGO;CODEVIGO;SCUOLA PRIMO GRADO;PDIC87000X@istruzione.it;VIA GARUBBIO 43;PADOVA;VENETO;www.istitutocomprensivodicodevigo.gov.it;12.0980578;45.2670388
31017;TVIC86500E;TVIC86500E;IC CRESPANO DEL GRAPPA;IC CRESPANO DEL GRAPPA;CRESPANO DEL GRAPPA;ISTITUTO COMPRENSIVO;TVIC86500E@istruzione.it;VIA S. CARLO N. 5;TREVISO;VENETO;Non Disponibile;11.8349696;45.8284815
37069;VRIS00700A;VRIS00700A;CARLO ANTI - LICEO - ITI - PROFESSIONALE;CARLO ANTI - LICEO - ITI - PROFESSIONALE;VILLAFRANCA DI VERONA;ISTITUTO SUPERIORE;VRIS00700A@istruzione.it;VIA MAGENTA 7B;VERONA;VENETO;Non Disponibile;10.8396794;45.3575856
37039;VRIC860003;VRAA860021;IC TREGNAGO - BADIA CALAVENA;SELVA DI PROGNO;SELVA DI PROGNO;SCUOLA INFANZIA;VRIC860003@istruzione.it;VIA DELL'ARTIGIANATO 7;VERONA;VENETO;istruzionetregnago.it;10.90742;45.39636
35020;PDIC85600N;PDMM85601P;IST.COMPR. MASERA' - PERLASCA;MASERA' PAPA GIOVANNI XXIII;MASERA' DI PADOVA;SCUOLA PRIMO GRADO;PDIC85600N@istruzione.it;VIA DELLE OLIMPIADI 27;PADOVA;VENETO;icsmasera.it;11.8680746;45.3154263
30029;VEIC86300V;VEIC86300V;I.C. RITA LEVI MONTALCINI;I.C. RITA LEVI MONTALCINI;SANTO STINO DI LIVENZA;ISTITUTO COMPRENSIVO;VEIC86300V@istruzione.it;VIA F.LLI MARTINA20;VENEZIA;VENETO;Non Disponibile;11.093432;45.41615
37142;VRIC887003;VREE887037;IC VR 16 VALPANTENA;NOVAGLIE - MERIGHI N.;VERONA;SCUOLA PRIMARIA;VRIC887003@istruzione.it;VIA CHIESA 2;VERONA;VENETO;www.ic16verona.gov.it;11.0386169;45.4758402
37138;VRIC87500R;VREE87501V;IC VR 02 SAVAL-PARONA;EUGENIO PERTINI;VERONA;SCUOLA PRIMARIA;VRIC87500R@istruzione.it;VIA R.FRANCHETTI 17;VERONA;VENETO;www.comprensivovr02.gov.it;10.9695539;45.4488607
37138;VRIC878008;VRAA878015;STADIO - BORGO  MILANO;PASCOLI;VERONA;SCUOLA INFANZIA;VRIC878008@istruzione.it;VIA PIRANDELLO 20;VERONA;VENETO;www.icstadioborgomilano.gov.it;10.9680786;45.4390366
36030;VIIC82500B;VIMM82502D;IC LUGO DI VICENZA NODARI;SMS  FARA VICENTINO;FARA VICENTINO;SCUOLA PRIMO GRADO;VIIC82500B@istruzione.it;VIA G.MARCONI 27;VICENZA;VENETO;www.icslugodivicenza.gov.it/;11.4848331;45.5816116
35020;PDIC825002;PDIC825002;ISTITUTO COMPRENSIVO  LEGNARO;ISTITUTO COMPRENSIVO  LEGNARO;LEGNARO;ISTITUTO COMPRENSIVO;PDIC825002@istruzione.it;VIA ROMA 30;PADOVA;VENETO;Non Disponibile;11.8698462;45.3589155
30125;VEMM161005;VEEE700022;CPIA DI VENEZIA;SANTA MARIA MAGGIORE;VENEZIA;SCUOLA PRIMARIA;VEMM161005@istruzione.it;SESTIERE SANTA CROCE 324;VENEZIA;VENETO;Non Disponibile;12.31799;45.43611
32100;BLIC830007;BLAA830036;IC  3 BELLUNO;VIA DEL PIAVE A. CAIROLI;BELLUNO;SCUOLA INFANZIA;BLIC830007@istruzione.it;VIA DEL PIAVE;BELLUNO;VENETO;www.ic3belluno.it;12.2196228;46.1355219
36078;VIIC88000X;VIMM880011;IC 2  VALDAGNO;SMS  I.M.GARBIN  VALDAGNO;VALDAGNO;SCUOLA PRIMO GRADO;VIIC88000X@istruzione.it;VIA LUNGO AGNO MANZONI 17;VICENZA;VENETO;www.cdvaldagno.it;11.303511;45.646954
36072;VIIC87800X;VIAA87801R;IC A.FAEDO  CHIAMPO;SCUOLA DELL'INFANZIA F.CORRADI;CHIAMPO;SCUOLA INFANZIA;VIIC87800X@istruzione.it;VIA BELLINI 21;VICENZA;VENETO;www.icchiampo.gov.it;11.3053263;45.5357097
30121;VEIC84200T;VEEE842021;SAN GIROLAMO;DIEDO;VENEZIA;SCUOLA PRIMARIA;VEIC84200T@istruzione.it;SESTIERE CANNAREGIO 2385;VENEZIA;VENETO;www.icsangirolamo.it;12.3281058;45.444891
32022;BLIC82700B;BLEE82701D;IC ALLEGHE;DOMENICO RUDATIS - ALLEGHE;ALLEGHE;SCUOLA PRIMARIA;BLIC82700B@istruzione.it;VIA DELLE SCUOLE 14;BELLUNO;VENETO;www.icciauri.it;12.0220669;46.4066183
31010;TVIC841002;TVMM841024;IC SERNAGLIA DELLA BATTAGLIA;SMS RAGAZZI '99 MORIAGO (IC SE);MORIAGO DELLA BATTAGLIA;SCUOLA PRIMO GRADO;TVIC841002@istruzione.it;PIAZZA VITTORIO VENETO 2;TREVISO;VENETO;www.icsernaglia.gov.it;12.103789;45.867222
36053;VIIC856003;VIMM856014;IC MONTEBELLO VICENTINO;SMS  DI GAMBELLARA;GAMBELLARA;SCUOLA PRIMO GRADO;VIIC856003@istruzione.it;VIA  BORGOLECCO 119;VICENZA;VENETO;www.ic-montebello.gov.it;11.33806;45.45681
35026;PDIC89400C;PDAA894019;NICOLO' TOMMASEO;SCUOLA INFANZIA IL GIRASOLE;CONSELVE;SCUOLA INFANZIA;PDIC89400C@istruzione.it;VIA L.TRAVERSO 3;PADOVA;VENETO;www.ictommaseo.gov.it;11.873572;45.236092
35042;PDIS026002;PDRI026502;I.I.S. EUGANEO - ESTE;I.P.I.A. SERALE (S.A. I.S.EUGANEO)-ESTE;ESTE;IST PROF INDUSTRIA E ARTIGIANATO;PDIS026002@istruzione.it;VIA RESTARA N.2;PADOVA;VENETO;www.itiseuganeo.it;11.6582777;45.2245695
31033;TVIS017009;TVRF017012;I.S.I.S. FLORENCE NIGHTINGALE;PROFESSIONALE SERVIZI SOCIO-SANITARI;CASTELFRANCO VENETO;IST PROF PER I SERVIZI SOCIALI;TVIS017009@istruzione.it;VIA VERDI60;TREVISO;VENETO;www.isisociali.it;11.9435176;45.6708898
31044;TVIC87900C;TVAA879019;IC MONTEBELLUNA 2;MARIO E GUIDO BERGAMO;MONTEBELLUNA;SCUOLA INFANZIA;TVIC87900C@istruzione.it;VIA MALIPIERO;TREVISO;VENETO;www.icmontebelluna2.gov.it;12.0465955;45.7682129
37131;VRIC89100P;VRIC89100P;IC VR 19 SANTA CROCE;IC VR 19 SANTA CROCE;VERONA;ISTITUTO COMPRENSIVO;VRIC89100P@istruzione.it;VIA S.FELICE EXTRA 15;VERONA;VENETO;Non Disponibile;11.0263986;45.4477262
30020;VEIC86300V;VEAA86302R;I.C. RITA LEVI MONTALCINI;ALBERO AZZURRO;SANTO STINO DI LIVENZA;SCUOLA INFANZIA;VEIC86300V@istruzione.it;CORSO CAVOUR 83/A;VENEZIA;VENETO;www.icsanstino.gov.it;12.8020405;45.6597258
36015;VIIC843001;VIEE843035;I.C.  3   IL TESSITORE;G.B. CIPANI - POLEO;SCHIO;SCUOLA PRIMARIA;VIIC843001@istruzione.it;VIA FALGARE N. 50;VICENZA;VENETO;www.iltessitore.it;11.3314089;45.7250265
36072;VIIC87800X;VIEE878034;IC A.FAEDO  CHIAMPO;CD CHIAMPO  -ARSO;CHIAMPO;SCUOLA PRIMARIA;VIIC87800X@istruzione.it;VIA LAZIO N. 3;VICENZA;VENETO;www.cchiampo.gov.it;11.264192;45.565048
35044;PDIC87800E;PDAA87801B;LUIGI CHINAGLIA;C. COLLODI;MONTAGNANA;SCUOLA INFANZIA;PDIC87800E@istruzione.it;VIALE SPALATO N. 1/A;PADOVA;VENETO;www.comprensivochinaglia.it;11.4629972;45.2308094
35044;PDEE068002;PDEE068024;C/O EDUCANDATO SAN BENEDETTO;MONTAGNANA-EDUCANDATO S.BENED.;MONTAGNANA;SCUOLA PRIMARIA;PDEE068002@istruzione.it;VIA S.BENEDETTO 14;PADOVA;VENETO;www.educandatosanbenedetto.gov.it;11.464674;45.2348087
35142;PDIC889001;PDIC889001;XII IC DI PADOVA DON BOSCO;XII IC DI PADOVA DON BOSCO;PADOVA;ISTITUTO COMPRENSIVO;PDIC889001@istruzione.it;VIA BRESSANONE 23;PADOVA;VENETO;Non Disponibile;11.85172;45.38068
30036;VEIC82100R;VEEE82102X;F. E  P.  CORDENONS;DON CARLO GNOCCHI;SANTA MARIA DI SALA;SCUOLA PRIMARIA;VEIC82100R@istruzione.it;VIA FRACASSO 2;VENEZIA;VENETO;www.iccordenons.gov.it;12.0475567;45.5248097
31050;TVIC820001;TVIC820001;IC VEDELAGO;IC VEDELAGO;VEDELAGO;ISTITUTO COMPRENSIVO;TVIC820001@istruzione.it;VIA ALESSANDRO MANZONI  8;TREVISO;VENETO;Non Disponibile;12.0867183;45.6339758
31010;TVIC817005;TVEE817017;IC CAPPELLA MAGGIORE;REGINA M. DAL CIN - ANZANO;CAPPELLA MAGGIORE;SCUOLA PRIMARIA;TVIC817005@istruzione.it;VIA ANZANO;TREVISO;VENETO;www.iccappellamaggiore.gov.it;12.3385079;45.98074
31100;TVIC870002;TVEE870025;IC TREVISO 1 A. MARTINI;LA NOSTRA FAMIGLIA;TREVISO;SCUOLA PRIMARIA;TVIC870002@istruzione.it;VIA ELLERO 17;TREVISO;VENETO;www.ic1martini.it;12.2498479;45.6822125
37045;VRIS01400D;VRTF014012;G.SILVA-M.RICCI;GIOVANNI SILVA;LEGNAGO;ISTITUTO TECNICO INDUSTRIALE;VRIS01400D@istruzione.it;VIA NINO BIXIO 53;VERONA;VENETO;itisilva.it;11.317061;45.20101
37057;VRMM136004;VRCT70400G;CPIA DI VERONA;C.T.P. MARCONI S. GIOVANNI LUP.;SAN GIOVANNI LUPATOTO;CENTRO TERRITORIALE;VRMM136004@istruzione.it;VIA U.FOSCOLO13;VERONA;VENETO;Non Disponibile;11.0438183;45.3802002
35020;PDIC87000X;PDMM870033;ISTITUTO COMPRENSIVO CODEVIGO;G.CARON BRUGINE;BRUGINE;SCUOLA PRIMO GRADO;PDIC87000X@istruzione.it;PIAZZA UNGHERIA 10;PADOVA;VENETO;www.istitutocomprensivodicodevigo.gov.it;11.992372;45.2976158
35141;PDIC87900A;PDEE87901C;I IC DI PADOVA PETRARCA;REGGIA DEI CARRARESI-PD;PADOVA;SCUOLA PRIMARIA;PDIC87900A@istruzione.it;CORTE ARCO VALLARESSO;PADOVA;VENETO;www.primoistitutocomprensivopetrarca.it;11.8716046;45.4071085
31020;TVIC862003;TVIC862003;IC SAN ZENONE DEGLI EZZELINI;IC SAN ZENONE DEGLI EZZELINI;SAN ZENONE DEGLI EZZELINI;ISTITUTO COMPRENSIVO;TVIC862003@istruzione.it;VIA A.CANOVA2;TREVISO;VENETO;Non Disponibile;11.8421957;45.7777713
31011;TVIC83000G;TVEE83001N;IC ASOLO;PRINCIPE DI PIEMONTE;ASOLO;SCUOLA PRIMARIA;TVIC83000G@istruzione.it;VIA FORESTUZZO 5;TREVISO;VENETO;www.icasolo.gov.it;11.915163;45.798653
37045;VRIC89700N;VRAA89702G;IC 02 LEGNAGO;SAN FRANCESCO S.VITO;LEGNAGO;SCUOLA INFANZIA;VRIC89700N@istruzione.it;VIA MASSIMILIANO KOLBE;VERONA;VENETO;www.legnago2.gov.it;11.3259454;45.2234419
45100;ROIC82200B;ROEE82201D;ROVIGO 3;GIOVANNI XXIII - ROVIGO;ROVIGO;SCUOLA PRIMARIA;ROIC82200B@istruzione.it;VIA OROBONI 2;ROVIGO;VENETO;www.icrovigo3.it;11.7982484;45.0659698
36045;VIIC818008;VIAA818026;IC LONIGO    RIDOLFI;LONIGO - A.MANCASSOLA;LONIGO;SCUOLA INFANZIA;VIIC818008@istruzione.it;VIA BRENTA19;VICENZA;VENETO;www.icridolfi.gov.it;11.3868824;45.3953771
36061;VIIC88800E;VIAA88801B;IC 1  BASSANO DEL GRAPPA;BASSANO  - CA' BARONCELLO;BASSANO DEL GRAPPA;SCUOLA INFANZIA;VIIC88800E@istruzione.it;VIA FRATELLI BANDIERA N. 3;VICENZA;VENETO;www.ic1vittorelli.gov.it;11.7468862;45.7593672
36061;VIIC88200G;VIAA88202D;IC 2   BASSANO DEL GRAPPA;DOMENICO RICO TESSAROLO;BASSANO DEL GRAPPA;SCUOLA INFANZIA;VIIC88200G@istruzione.it;VIA MELAGRANI;VICENZA;VENETO;www.ic2bassano.org;11.7129546;45.7480889
30020;VEIC80600P;VEAA80602L;ENRICO MATTEI;ACQUERELLO;MEOLO;SCUOLA INFANZIA;VEIC80600P@istruzione.it;VIA VALLIO69;VENEZIA;VENETO;www.icmattei.it;12.4460328;45.6230805
30033;VEIC86600A;VEEE86602D;I.C.ELISABETTA BETTY PIERAZZO;PIER FORTUNATO CALVI;NOALE;SCUOLA PRIMARIA;VEIC86600A@istruzione.it;VIA CENTRO;VENEZIA;VENETO;www.icnoale.gov.it;10.988035;45.41173
32040;BLIC808002;BLIC808002;IC DOMEGGE;IC DOMEGGE;DOMEGGE DI CADORE;ISTITUTO COMPRENSIVO;BLIC808002@istruzione.it;VIA GARIBALDI 7;BELLUNO;VENETO;Non Disponibile;12.2233805;46.4345385
36070;VIIC819004;VIMM819015;IC  A. FOGAZZARO TRISSINO;SMS FOGAZZARO TRISSINO;TRISSINO;SCUOLA PRIMO GRADO;VIIC819004@istruzione.it;VIA ROMA 29;VICENZA;VENETO;www.icsfogazzarotrissino.it;11.3922607;45.5840727
36034;VIIC80800N;VIMM80801P;IC CISCATO MALO;SMS CISCATO MALO;MALO;SCUOLA PRIMO GRADO;VIIC80800N@istruzione.it;VIA        MARANO              N.53;VICENZA;VENETO;www.comprensivociscato.it;11.4071123;45.6621541
36071;VIIS00200V;VITD002015;IS   LEONARDO DA VINCI;ITC   DA VINCI  ARZIGNANO;ARZIGNANO;ISTITUTO TECNICO COMMERCIALE;VIIS00200V@istruzione.it;VIA   A. FORTIS 3;VICENZA;VENETO;www.liceoarzignano.it;11.3517119;45.515977
30014;VEIC85500X;VEAA855051;I.C. CAVARZERE;SCUOLA INFANZIA PICCOLI ANGELI;CAVARZERE;SCUOLA INFANZIA;VEIC85500X@istruzione.it;VIA CHIARA ROVELLI 47;VENEZIA;VENETO;www.comprensivocavarzere.it;12.119906;45.1363886
35016;PDIC82800D;PDEE82805Q;PIAZZOLA S. BRENTA L. BELLUDI;PIAZZOLA S.BRENTA CAMERINI;PIAZZOLA SUL BRENTA;SCUOLA PRIMARIA;PDIC82800D@istruzione.it;VIA DEI CONTARINI 65;PADOVA;VENETO;www.comprensivo.belludi.it;11.7808089;45.540275
32020;BLIC82600G;BLAA82603E;IC CENCENIGHE AGORDINO;SCUOLA INFANZIA FALCADE;FALCADE;SCUOLA INFANZIA;BLIC82600G@istruzione.it;VIA FERRUCCIO SERAFINI M. O. 35;BELLUNO;VENETO;www.iccencenighe.it;11.8640147;46.3539397
35040;PDIC87100Q;PDAA87103P;ISTITUTO COMPR. VILLA ESTENSE;L'ALBERO;SANT'URBANO;SCUOLA INFANZIA;PDIC87100Q@istruzione.it;VIA CA' NOVE;PADOVA;VENETO;www.icvillaestense.gov.it;11.6182221;45.1306517
31030;TVIC83000G;TVMM83002N;IC ASOLO;SMS CASTELCUCCO (IC ASOLO);CASTELCUCCO;SCUOLA PRIMO GRADO;TVIC83000G@istruzione.it;VIALE GIOVANNI XXIII 4;TREVISO;VENETO;www.icasolo.gov.it;12.2514287;45.6360877
31100;TVIC87100T;TVIC87100T;IC TREVISO 2 SERENA;IC TREVISO 2 SERENA;TREVISO;ISTITUTO COMPRENSIVO;TVIC87100T@istruzione.it;VIA CACCIANIGA 16;TREVISO;VENETO;Non Disponibile;12.2387224;45.6683619
45030;ROIC808005;ROEE80806C;POLESELLA;MARCONI GUGLIELMO-CRESPINO;CRESPINO;SCUOLA PRIMARIA;ROIC808005@istruzione.it;VIA TRIESTE 33;ROVIGO;VENETO;www.icpolesella.it;11.608305;44.8920042
35012;PDIS00800C;PDTD008503;IIS S.PERTINI-CAMPOSAMPIERO;I.T.C. SERALE (S.A. PERTINI-CSP);CAMPOSAMPIERO;ISTITUTO TECNICO COMMERCIALE;PDIS00800C@istruzione.it;VIA PUCCINI27;PADOVA;VENETO;www.pertini.gov.it;11.9339317;45.5637361
35020;PDIC84400B;PDEE84401D;ISTIT.COMPR. PONTE S. NICOLO';PONTE S.NICOLO'-RIO;PONTE SAN NICOLO';SCUOLA PRIMARIA;PDIC84400B@istruzione.it;VIA GASPARINI 4;PADOVA;VENETO;www.icpontesannicolo.gov.it.it;11.9076771;45.3622503
35134;PDIS02800N;PDRC02801L;I.I.S.G.VALLE;I.P.C. (S.A. IIS VALLE) - PD;PADOVA;IST  PROF  PER I SERVIZI COMMERCIALI;PDIS02800N@istruzione.it;VIA T.MINIO13;PADOVA;VENETO;www.ipvalle.it;11.8808729;45.4238768
31055;TVIC82600X;TVIC82600X;IC QUINTO DI TREVISO;IC QUINTO DI TREVISO;QUINTO DI TREVISO;ISTITUTO COMPRENSIVO;TVIC82600X@istruzione.it;VIA DONATORI DEL SANGUE 1;TREVISO;VENETO;Non Disponibile;12.1553096;45.6455162
30035;VEIS02800Q;VETA02801G;I.I.S. 8 MARZO-LORENZ;I.T.AG. K. LORENZ;MIRANO;ISTITUTO TECNICO AGRARIO;VEIS02800Q@istruzione.it;VIA TORINO 3;VENEZIA;VENETO;www.8marzolorenz.it;12.1042302;45.4916026
31010;TVIC83000G;TVEE83005T;IC ASOLO;VIA CHIESA;MONFUMO;SCUOLA PRIMARIA;TVIC83000G@istruzione.it;VIA CHIESA 37;TREVISO;VENETO;www.icasolo.gov.it;11.9466882;45.7983658
37134;VRIC851008;VRMM851019;IC VR 10 BORGO ROMA EST;MENEGHETTI EGIDIO-I.C. 10;VERONA;SCUOLA PRIMO GRADO;VRIC851008@istruzione.it;VIA    BARTOLOMEO GIULIARI  40;VERONA;VENETO;www.icverona10.gov.it;10.994216;45.4095048
37013;VRIC86300E;VREE86301L;IC CAPRINO VERONESE;S.NICHESOLA  CAPRINO V.SE;CAPRINO VERONESE;SCUOLA PRIMARIA;VRIC86300E@istruzione.it;VIA G.SANDRI;VERONA;VENETO;www.icscaprinoveronese.it;10.7972987;45.6066196
45017;ROIC802006;ROEE802018;LOREO;MARCONI GUGLIELMO - LOREO;LOREO;SCUOLA PRIMARIA;ROIC802006@istruzione.it;VIA DEI DOGI 4;ROVIGO;VENETO;www.icloreo.it;12.18937;45.06079
37020;VRIC845001;VREE845046;IC BOSCO CHIESANUOVA;SAN ROCCO DI PIEGARA;ROVERE' VERONESE;SCUOLA PRIMARIA;VRIC845001@istruzione.it;P.ZZA S. ROCCO 15;VERONA;VENETO;www.istitutobosco.gov.it;11.085412;45.553043
37026;VRIC836006;VREE836018;IC 02 PESCANTINA;BALCONI- F. BARACCA;PESCANTINA;SCUOLA PRIMARIA;VRIC836006@istruzione.it;VIA POSTALE VECCHIA 43;VERONA;VENETO;www.ic2pescantina.gov.it;10.87052;45.49369
45100;ROPS01000P;ROPS01000P;LICEO SCIENTIFICO P.PALEOCAPA - ROVIGO;LICEO SCIENTIFICO P.PALEOCAPA - ROVIGO;ROVIGO;LICEO SCIENTIFICO;ROPS01000P@istruzione.it;VIA A. DE GASPERI 19;ROVIGO;VENETO;www.liceopaleocapa.gov.it;11.7945;45.0808
35126;PDRI07000P;PDRI07000P;I.P.I.A.E.BERNARDI - PD;I.P.I.A.E.BERNARDI - PD;PADOVA;IST PROF INDUSTRIA E ARTIGIANATO;PDRI07000P@istruzione.it;VIA MANZONI76;PADOVA;VENETO;www.ipsia-bernardi.it;11.8821768;45.3944547
35044;PDMM089002;PDMM089002;SC.M.ANNESSA EDUC. S.BENEDETTO;SC.M.ANNESSA EDUC. S.BENEDETTO;MONTAGNANA;SCUOLA PRIMO GRADO;PDMM089002@istruzione.it;VIA SAN BENEDETTO16;PADOVA;VENETO;www.educandatosanbenedetto.gov.it;11.4641369;45.23508
36015;VIIC855007;VIEE85503B;I.C.  A. FUSINATO SCHIO;V. DA FELTRE;SCHIO;SCUOLA PRIMARIA;VIIC855007@istruzione.it;VIA GIAVENALE DI SOPRA;VICENZA;VENETO;www.icfusinato.gov.it;11.3961178;45.7031846
32100;BLIC830007;BLEE83003B;IC  3 BELLUNO;OSPEDALE CIVILE;BELLUNO;SCUOLA PRIMARIA;BLIC830007@istruzione.it;V.LE EUROPA;BELLUNO;VENETO;www.istitutocomprensivoagordo.it;12.1996835;46.1361423
45010;ROIC802006;ROEE80203A;LOREO;ALDO MORO - VOLTO DI ROSOLINA;ROSOLINA;SCUOLA PRIMARIA;ROIC802006@istruzione.it;VIA ALDO MORO N. 9;ROVIGO;VENETO;www.icloreo.it;12.2468504;45.0895113
35010;PDIC846003;PDAA846021;DI CADONEGHE;CADONEGHE-CASTAGNARA IL GIRASO;CADONEGHE;SCUOLA INFANZIA;PDIC846003@istruzione.it;VIA I MAGGIO;PADOVA;VENETO;www.iccadoneghe.gov.it;11.8466811;45.4610837
32013;BLIC82100C;BLMM82101D;IC LONGARONE;PIETRO GONZAGA LONGARONE;LONGARONE;SCUOLA PRIMO GRADO;BLIC82100C@istruzione.it;VIA DEL PARCO 5;BELLUNO;VENETO;www.istruzionecomprensivo.it;12.3037082;46.26788
31044;TVIS00300B;TVPC00301P;IS LEVI;LIC.CLASS.MONTEBELLUNA(S.C. I.S. LEVI);MONTEBELLUNA;LICEO CLASSICO;TVIS00300B@istruzione.it;VIA SANSOVINO 6/A;TREVISO;VENETO;www.liceolevi.it;12.046523;45.772202
36100;VIIS013009;VIIS013009;I.I.S. A CANOVA;I.I.S. A CANOVA;VICENZA;ISTITUTO SUPERIORE;VIIS013009@istruzione.it;VIALE ASTICHELLO 195;VICENZA;VENETO;Non Disponibile;11.5568497;45.5639599
36061;VIIC88200G;VIAA88201C;IC 2   BASSANO DEL GRAPPA;MONUMENTO AI CADUTI;BASSANO DEL GRAPPA;SCUOLA INFANZIA;VIIC88200G@istruzione.it;VIA XI FEBBRAIO;VICENZA;VENETO;www.ic2bassano.gov.it;11.7365779;45.7614568
36100;VIIC868009;VIEE86802C;IC VICENZA 7 - VIALE  FIUME;IC VICENZA 7- VIA TURRA;VICENZA;SCUOLA PRIMARIA;VIIC868009@istruzione.it;VIA ANTONIO TURRA 39/43;VICENZA;VENETO;www.ic7vicenza.it;11.5643414;45.5599406
35018;PDIC838004;PDAA838011;DI SAN MARTINO DI LUPARI;S.MARTINO DI L. LOC.CAMPAGNALTA;SAN MARTINO DI LUPARI;SCUOLA INFANZIA;PDIC838004@istruzione.it;VIALE DEI MARTIRI;PADOVA;VENETO;www.icsanmartinodilupari.gov.it;11.8529459;45.6732546
31040;TVIC83700A;TVEE83701C;IC GIAVERA DEL MONTELLO;RICORDO AI CADUTI;GIAVERA DEL MONTELLO;SCUOLA PRIMARIA;TVIC83700A@istruzione.it;VIA DEGLI ARTIGLIERI 17;TREVISO;VENETO;www.icgiavera.it;12.1712367;45.7927396
35136;PDIC83000D;PDEE83001G;XIII IC DI PADOVA TARTINI;GOZZI - PADOVA;PADOVA;SCUOLA PRIMARIA;PDIC83000D@istruzione.it;VIA MONTANARI 55;PADOVA;VENETO;www.tartinipadova.it;11.8391539;45.4100078
35012;PDIS01400Q;PDIS01400Q;IIS I.NEWTON-CAMPOSAMPIERO;IIS I.NEWTON-CAMPOSAMPIERO;CAMPOSAMPIERO;ISTITUTO SUPERIORE;PDIS01400Q@istruzione.it;VIA PUCCINI27;PADOVA;VENETO;www.iis-newton.it;11.9339317;45.5637361
31030;TVIC84400D;TVIC84400D;IC ALTIVOLE;IC ALTIVOLE;ALTIVOLE;ISTITUTO COMPRENSIVO;TVIC84400D@istruzione.it;VIA LAGUNA 29;TREVISO;VENETO;Non Disponibile;11.9560544;45.752602
31016;TVIC825004;TVEE825027;IC CORDIGNANO I. NIEVO;SCUOLA PRIMARIA;CORDIGNANO;SCUOLA PRIMARIA;TVIC825004@istruzione.it;VIA GENERAL CANTORE 1;TREVISO;VENETO;www.iccordignano.it;12.4139132;45.9679335
